文物名称,时代,图片链接,分类,种类,文物简介
黄色云龙妆花缎夹裤,清顺治,http://www.dpm.org.cn/Uploads/Picture/dc/19018.jpg,服饰,男便服,黄色云龙妆花缎夹裤，清顺治，裤长125厘米，裤口宽29厘米。清宫旧藏。夹裤用黄色云龙妆花缎做成斜裆，平裤口，裤腰为前后两片，并缝有四根腰带。裤口、裤腰均接有蓝色云龙妆花纱一段。裤面上的云龙纹呈横向排列，用圆金线织侧面行龙，间饰火珠、如意云等纹饰。用色虽然不多，但色彩鲜艳明亮。此夹裤应为清代早期顺治皇帝所穿。
黄色纱绣四团金龙夹衮服,清顺治,http://www.dpm.org.cn/Uploads/Picture/dc/18857.jpg,服饰,男礼服,黄色纱绣四团金龙夹衮服，清顺治，身长92厘米，两袖通长87厘米，袖口宽24厘米，下摆宽85厘米，左右裾长32厘米，后裾长27厘米。清宫旧藏。衮服圆领，对襟，短平袖口，裾左右及后开。领镶石青缎边，明黄色暗缠枝莲直径纱衬里。衣面在明黄色暗云龙实地纱地上，绣正面金龙头顶寿字四团。团龙纹以圆金线绣成，其前胸和后背的团龙略大于两肩的团龙，纹饰以红、蓝、绿三晕色为主色调，绣工细腻平整。绣法有套针、斜缠针和钉线绣。据会典记载，清代上自皇帝下至百官的衮服均为石青色，而由于清初冠服制度尚未完善，皇帝的衮服除石青色外也有明黄色。这件衮服是现存清代早期唯一的一件明黄色衮服。
明黄色纱缀绣八团龙袍,清顺治,http://www.dpm.org.cn/Uploads/Picture/dc/19506.jpg,服饰,男吉服,明黄色纱缀绣八团龙袍，清顺治，身长112厘米，两袖通长132厘米，袖口宽12厘米，下摆宽98厘米，前后裾长31厘米，左右裾长16厘米。清宫旧藏。龙袍圆领，大襟右衽，马蹄袖，裾四开。领、袖及襟边用石青色织金缎镶边。龙袍以明黄色暗团龙蔓草纹实地纱为地，其上缀补龙纹八团，前胸、后背和两肩龙纹各一，下裳龙纹四，间绣五彩祥云海水江崖纹。缀补的八团是在明黄色绸地上以二色金线绣龙纹，用红、蓝、绿三晕色装饰纹样，并用片金线勾边。其针法以套针、钉金线为主，辅之以斜缠针，绣工平整。此为清顺治时期绣工、用料以及织造都非常精致的一件龙袍。
蓝色八团彩云金龙妆花纱袷袍,清顺治,http://www.dpm.org.cn/Uploads/Picture/dc/16225.jpg,服饰,男吉服,蓝色八团彩云金龙妆花纱袷袍，清顺治，身长116厘米，两袖通长142厘米，袖口12厘米，下摆102厘米，前后开裾长34厘米，左右开裾长20厘米，前胸后背团直径23厘米，两肩及下摆前后团直径22厘米。清宫旧藏。袍圆领，大襟右衽，马蹄袖，裾四开。袍以二至三色晕的方法在蓝色暗缠枝莲纹实地纱地上彩织八团云龙纹。蓝色缠枝莲纹漳绒领、袖边，镶丝织人字绦及石青素缎边，内衬蓝色暗缠枝莲纹直径纱里，缀铜鎏金錾花扣四。此袷袍为清代皇帝吉服，织工细密匀称，其形制、纹饰、色彩等都表现出清初的服饰特征。
明黄色八团彩云金龙妆花纱单袍,清顺治,http://www.dpm.org.cn/Uploads/Picture/dc/16208.jpg,服饰,女吉服,明黄色八团彩云金龙妆花纱单袍，清顺治，身长140厘米， 两袖通长180厘米，袖口15厘米，下摆136厘米，开裾长87厘米，前胸后背团直径32厘米，两肩团直径29厘米，下摆前后团直径30厘米。清宫旧藏。袍圆领，大襟右衽，马蹄袖，裾左右开。袍在明黄色暗团云龙纹实地纱地上以妆花手法织八团彩云金龙纹，领、袖边饰蓝色彩云金龙纹妆花缎，外沿蓝色片金及二色平金边各一。领、襟缀金托珊瑚圆扣四。袖衬本色实地纱，袍上八团纹样内衬补缀明黄色缠枝莲纹直径纱。此袍为清代皇后吉服，织造精细，其领、襟处所饰妆花金龙纹样仍带有明代风格。
蓝色缎金线绣麒麟图挂屏,清康熙,http://www.dpm.org.cn/Uploads/Picture/dc/59774.jpg,织绣画,未知,蓝色缎金线绣花麒麟图挂屏，清康熙，纵68厘米，横37厘米。图屏为蓝色缎质地，以圆金线平金法绣麒麟一只，并以彩色丝线以平针、套针、接针、缠针、打籽针等针法绣梅花、菊花、太阳、海水杂宝纹，绣法多采用绘画中二色晕的手法，丝线色彩过渡和润，是刺绣中常用的手法之一。麒麟在中国传统民俗礼仪中有祈福的寓意。此幅麒麟图在纹样的设计上更接近民间的装饰风格，虽然大面积的用金，但是与皇家刺绣的精致相比稍显逊色。整幅画面色彩鲜艳，热烈欢快，具有很强的装饰效果。
青金石朝珠,清康熙,http://www.dpm.org.cn/Uploads/Picture/dc/16512.jpg,服饰,未知,青金石朝珠，清康熙，周长150厘米。朝珠由108颗青金石珠穿成，有珊瑚结珠四个，上端结珠（亦称分镶）下有小珊瑚佛头相连，佛头有孔，用黄丝带与银镀金托嵌碧玺结牌相接，下有银镀金托嵌碧玺坠角。以珊瑚珠组成纪念三串，坠角分别嵌红、蓝宝石。皇帝在不同的场合佩戴不同质地的朝珠，祭地时佩戴琥珀或蜜蜡朝珠，祭日时佩戴红珊瑚朝珠，祭月时佩戴绿松石朝珠，祭天时佩戴青金石朝珠，并着青色衮服，戴熏貂皮冠。
香色云龙直径纱平金团龙单袍,清康熙,http://www.dpm.org.cn/Uploads/Picture/dc/19971.jpg,未知,未知,香色云龙直径纱平金团龙单袍，清康熙，身长150厘米，两袖通长192厘米，袖口宽15厘米，下摆宽146厘米，前后开裾长39厘米，左右开裾长29厘米，前后团直径34厘米，两肩及下摆团直径33厘米。清宫旧藏。袍圆领，大襟右衽，马蹄袖，裾四开。袍在香色纱地上以一至四根二色金线平金绣制八团云龙纹样，八团纹样背后面缀香色直径纱。领、袖镶石青色纱二色平金云龙纹边，外沿石青素缎及丝织人字绦，袖内衬月白色暗云龙实地纱。领、襟缀铜鎏金光素圆扣四。此袍为清代皇帝吉服，构图简练自然，线条细劲流畅。领口系黄纸签，其上墨书：“圣祖”、“香色直径纱绣二色金团龙单金龙袍一件”。
明黄色绸绣云龙棉袜,清康熙,http://www.dpm.org.cn/Uploads/Picture/dc/25575.jpg,服饰,靴、鞋、袜,明黄色绸绣云龙棉袜，清康熙，高61厘米，长24厘米。清宫旧藏。袜以上下两截组成。上部袜靿装饰华丽，在明黄色缎地上以拈金线绣金龙，五色绒线绣彩云，包以金边，纹样生动，色彩纯正，有浮雕感。下部袜底接以白色暗花软缎，内絮绵，柔软舒适。此袜为吉庆典礼时穿用。
吉服带,清康熙,http://www.dpm.org.cn/Uploads/Picture/dc/16145.jpg,服饰,冠、带佩饰,吉服带，清康熙，带长184厘米，帉长75厘米。清宫旧藏。带为明黄色丝毛织物，带勾与带版皆白玉质，带勾镂雕云龙蝠寿纹，带版镂雕庆（罄）福（蝠）有余（鱼）纹。两带环各垂白色素纺丝绸帉二，下直而齐。带环上拴挂饰件五：翠柄银胎缀珊瑚米珠单喜字鞘刀一，石青缎平金银福寿纹椭圆荷包二，红缎平金银夔龙纹腰圆荷包一，明黄缎平金银彩绣花卉纹腰圆荷包一，石青缎平金银彩绣庆寿喜字火镰一，荷包下垂饰红珊瑚及绿松石的明黄色丝绦。此为清代皇帝御吉服时所系之带，制作工艺及装饰手法繁复多样。此带工艺精细，由此可见清代皇帝服饰之华贵。
石青色缎织金团龙朝裙,清康熙,http://www.dpm.org.cn/Uploads/Picture/dc/25398.jpg,服饰,女礼服,石青色缎织金团龙朝裙，清康熙，腰围98厘米，腰高17厘米，裙长124厘米，下摆197厘米，带长75厘米。清宫旧藏。此为清代皇后或皇太后春秋礼服之一，上部为红色团龙四合云纹织金寿字缎。下部襞积为五彩云龙妆花缎，饰石青片金缘，三色金窄边，镶海龙缘，红色素缎里。絮薄绵。左右各有铜镀金錾花扣一枚，红色织金缎腰带两条，湖色素纺绸腰带一条。上部面料为红色四合如意云纹二龙捧金寿字图案，花纹凸起有浮雕感。石青金行龙饰五彩云纹图案，用月白色丝钩边，织造精细，花纹清晰，构图饱满规整，配色华丽庄重，是目前故宫博物院藏品中唯一的系带式皇后朝裙。
行服带,清康熙,http://www.dpm.org.cn/Uploads/Picture/dc/25599.jpg,服饰,冠、带佩饰,行服带，清康熙，带长224 厘米，帉长65 厘米。清宫旧藏。皇帝行服带。其式为明黄色带，高丽布佩帉，红香牛皮佩系中约。明黄色绦饰珊瑚、松石结，饰荷包四个，鞘刀一把。均为皇帝出行必随身携带之物。荷包以平金、辫绣、钉绫等针法绣制，针脚平齐细密，绣工精美，配色以金色银色为主，雅致华美，既实用又具有装饰性。
明黄色八团云龙寿字妆花缎女夹龙袍,清康熙,http://www.dpm.org.cn/Uploads/Picture/dc/25443.jpg,服饰,女吉服,明黄色八团云龙寿字妆花缎女夹龙袍，清康熙，身长148厘米，两袖通长180厘米，袖口宽16厘米，下摆宽140厘米，左右开裾长53厘米。清宫旧藏。此为清康熙皇帝祖母孝庄太皇太后御用之物，圆领，大襟右衽，马蹄袖，裾左右开，石青缎素接袖，领、袖边及接袖饰团龙朵云妆花缎，湖色素纺绸里，絮薄绵。缀铜鎏金錾花扣四枚。领口系墨书黄纸签二，其一正书“香色缎织八团龙有水夹袍一件”，背书“嘉庆十二年十二月初四日收，敬事房交”；其二书“香色缎织八团蓝龙金寿字夹蟒袍一件。”面料为缎纹地，彩织蓝龙穿金寿字八团及海水江崖等纹。金寿字用红色丝构边，其他图案均以湖色丝勾边。纹样造形别致，花纹舒展豪放，线条清晰流畅，晕色沉稳庄重又不失华丽。金线匀细，面料柔软平滑，织造工艺精细，突出了吉服的主题。
明黄色缎绣云龙貂镶海龙皮朝袍,清康熙,http://www.dpm.org.cn/Uploads/Picture/dc/25486.jpg,服饰,男礼服,明黄色缎绣云龙貂镶海龙皮朝袍，清康熙，身长150厘米，两袖通长204厘米，袖口宽17厘米，下摆宽185厘米，左开裾长54厘米。清宫旧藏。此为康熙皇帝御用冬朝服。圆领，大襟右衽，马蹄袖，披领与朝袍相连，裾左开，缀铜鎏金錾花扣四枚，挂紫貂皮里。领、袖边镶海龙缘，饰三色平金及石青祥云花卉片金边。领口系黄纸签，其上墨书“圣祖”。朝袍采取二至三色间晕与退晕相结合的装饰方法，在明黄色缎地上，彩绣平金云龙及海水江崖等纹样。绣工细腻，设色浓郁，充分体现出清代初期那种沉稳庄重的装饰风格。
油绿色素缎袷行服褂,清康熙,http://www.dpm.org.cn/Uploads/Picture/dc/18685.jpg,服饰,男行服,油绿色素缎袷行服褂，身长70厘米，两袖通长102厘米，下摆宽84厘米，袖口宽26厘米，后裾长20厘米，左右裾长15厘米。清宫旧藏。褂圆领，对襟，平袖，左右及后开裾。油绿色素缎面，内衬月白色曲水荷花暗花绫裡，中间薄施丝绵，缀铜鎏金光素圆扣六枚。此褂用料考究，缝制细腻，色彩朴素，其形制与历史记载吻合。这种行服体现了满族善骑射、重实用的民族特性，从一个侧面反映了清代兴国的历史，所以又被称为“得胜褂”。该褂附黄纸，上墨书：“圣祖油绿缎……（残断）”，此应为康熙皇帝的行服褂。
油绿色云龙暗花缎绵行服袍,清康熙,http://www.dpm.org.cn/Uploads/Picture/dc/19533.jpg,服饰,男行服,油绿色云龙暗花缎绵行服袍，清康熙，身长139厘米，两袖通长196厘米，袖口宽15厘米，下摆宽136厘米，前后裾长54厘米。清宫旧藏。袍立领，大襟右衽，马蹄袖，裾前后开，正面右襟下短一尺。领为紫貂，袖口银鼠皮出锋。月白色暗花绸衬里。袍面油绿色缎地，通身织四合如意云龙纹，一个花纹单位横73厘米，纹样较大。其四合如意云方正大气，表现出清代早期纹样的特点。皇帝出行骑马时可将衣襟扣在腰际，不骑马时可把缺襟与掩襟相扣。这件行服袍为清代康熙皇帝所穿。附黄条，上墨书：“圣祖油绿缎绵巡幸袍一件”、“得胜袍”、“圣”和“留用”。
石青缎织金团龙寿字棉褂,清康熙,http://www.dpm.org.cn/Uploads/Picture/dc/18817.jpg,服饰,女吉服,石青缎织金团龙寿字棉褂，清康熙，身长152厘米，两袖通长176厘米，袖口宽21厘米，下摆宽140厘米，后裾长78厘米。清宫旧藏。棉褂立领，对襟，平袖口，后开裾。褂以石青色缎为面，月白色暗花绫为衬里。用十几种彩色纬线以“挖梭”的方法织金寿字蓝龙八团及海水江崖。八团花纹独特，质地细密，颜色丰富。此褂从形式上看应为清代康熙帝的皇后所穿的龙褂，与明黄缎绣织金加彩八团龙棉袍为一对。皇后的龙褂饰八团龙，襟为四团行龙，而这件龙褂八团均为五爪正龙，这与清早期的服饰制度尚不完备有关。附黄条，上墨书：“石青缎织八团龙有水棉褂一件，嘉庆十二年十二月初四日收敬事房交”、“石青缎织八团蓝龙寿字有水夹褂一件”。
香色夔龙凤暗花绸皮行服袍,清康熙,http://www.dpm.org.cn/Uploads/Picture/dc/19021.jpg,服饰,男行服,香色夔龙凤暗花绸皮行服袍，清康熙，身长126厘米，两袖通长180厘米，袖口宽17厘米，下摆宽128厘米，前后裾长43厘米。清宫旧藏。袍立领，大襟右衽，马蹄袖，裾前后开，缺襟式袍，以羊皮、银鼠皮做衬里。此件行服袍在香色绸地上织暗夔龙、夔凤纹，由三组夔龙、夔凤组成一个花纹单位，小龙、小凤满布其间，有合家美满、子孙满堂之寓意。这种图案设计新颖独特，在清代帝后服饰中甚为罕见。此为皇帝出行时所穿之袍，其右面的衣裾短1尺，是为骑马时方便，不骑马时则将短裾与掩襟扣系在一起，又可当作常服袍穿。
金黄团寿云龙纹织金缎棉袍,清康熙,http://www.dpm.org.cn/Uploads/Picture/dc/19509.jpg,服饰,女吉服,金黄团寿云龙纹织金缎棉袍，清康熙，身长64厘米，两袖通长91厘米，袖口宽10厘米，下摆宽60厘米，左右裾长13厘米。清宫旧藏。棉袍圆领，大襟右衽，马蹄袖，袖、身相接处有接袖，裾左右开。用石青色团龙朵花云纹妆花缎镶领边、马蹄袖边和袖、身相接处，月白色绸衬里。棉袍面以金黄色暗团龙四合如意云纹缎为地，暗团龙中心为圆形金寿字，形成二龙戏珠纹，而四合如意云则沿用明代风格，云头匀正。清代规定，明黄色是最高等级的用色，金黄色女龙袍为贵妃、妃所用，而这件金黄色小棉龙袍，目前故宫博物院收藏仅此一件，是研究清代早期宫廷妇女服饰的重要实物资料。
