文物名称,时代,图片链接,分类,窑口,文物简介
汝窑天青釉碗,宋,http://www.dpm.org.cn/Uploads/Picture/dc/3492.jpg,颜色釉,汝窑,汝窑天青釉碗，宋，高6.7厘米，口径17.1厘米，足径7.7厘米。碗撇口，深弧腹，圈足微外撇。胎体轻薄。通体满施呈淡天青色釉，釉质莹润纯净，釉面开细小纹片。外底有5个细小的支烧钉痕，并以隶书镌刻乾隆御题诗一首。诗曰：秘器仍传古陆浑，只今陶穴杳无存。却思历久因兹朴，岂必争华效彼繁。口自中规非土匦，足犹钉痕异匏樽。盂圆切己近君道，玩物敢忘太保言。句末署“乾隆丁酉仲春御题”，并钤“古香”、“太朴”二印。“乾隆丁酉”即乾隆四十二年，公元1777年。此碗造型规整，胎质细腻，釉色如湖水映出的青天，堪称精美的稀世珍品。目前所见传世宋代汝窑碗仅有两件，此件外，英国伦敦大维德基金会亦收藏一件。
钧窑玫瑰紫釉海棠式花盆,宋,http://www.dpm.org.cn/Uploads/Picture/dc/3516.jpg,颜色釉,钧窑,钧窑玫瑰紫釉海棠式花盆，高14.7厘米，口径23.3－18.6厘米，足距8厘米。花盆呈海棠式，敞口，折沿，腹上阔下敛，平底，四云头形足。内壁施天蓝色釉，外壁施玫瑰紫色釉，釉层厚润，釉面气泡、棕眼明显，有“蚯蚓走泥纹”。底有五个渗水孔，刻数目字“四”和“重华宫”（横向）、“金昭玉翠用”（纵向）。据《造办处各作成做活计清档》记载，从乾隆十一年开始，皇帝开始有意识地命令内务府工匠在陈设类钧瓷上加刻陈设地点。如 “（乾隆十一年）正月二十三日，司库白世秀来说，太监胡世杰交均釉六方入角花盆二件……养心殿西暖阁；均釉渣斗二件……养心殿东暖阁；均釉高桩花盆二件……静憩轩；均釉海棠盆连二件，漱芳斋。传旨：俱各刻地名，钦此。于本月二十六日，司库白世秀、七品首领萨木哈将均釉盆连一件盆底贴得地名字名样持进交太监胡世杰呈览。奉旨：将大地名准刻横的、小地名准刻竖的。钦此。” 可见，刻字的诏令下达后，先设计出拟刻的“地名字名样”粘贴在盆底，送乾隆皇帝过目，得到的旨意是“将大地名准刻横的、小地名准刻竖的”。从实物看，陈设类钧窑瓷器底部刻写的宫殿名即“大地名”在上自右向左横刻、具体陈设的地点即“小地名”在下竖刻，这样的布局是乾隆皇帝亲自设计的结果。
当阳峪窑白釉剔花瓶,宋,http://www.dpm.org.cn/Uploads/Picture/dc/7883.jpg,剔花,当阳峪窑,当阳峪窑白釉剔花瓶，宋，高27厘米，口径5.5厘米，足径7.5厘米。纹饰分4层：肩部上层为卷枝纹，腹部主题纹饰为花叶纹，花叶肥硕饱满，腹部上下分别在两道弦纹之间划出网格纹，再剔去若干小方块，在整体网格纹中划分出交错的正反三角形。此瓶花纹褐、白色调对比鲜明，腹部丰满肥大的花叶纹与上下两周网格几何形纹亦形成对比的装饰风格，其网格状剔花图案更是其它瓷窑产品中罕见。当阳峪窑以白釉剔花瓷器最负盛名，剔花纹饰流畅洒脱，其艺术感染力在磁州窑系同类产品之上。
哥窑灰青釉胆式瓶,宋,http://www.dpm.org.cn/Uploads/Picture/dc/4314.jpg,颜色釉,哥窑,哥窑灰青釉胆式瓶，高14.2厘米，口径2.2厘米，足径5.4厘米。瓶小口，长颈，颈下渐阔，最长径在近足部，圈足上宽下窄。通体施灰青色釉，开黑色、黄色纹片，呈自右上向左的斜向分布，俗称“金丝铁线”。此瓶造型秀美，釉面润泽，纹片典型。此类器传世极少，弥足珍贵。
磁州窑白地黑花婴戏纹腰圆枕,宋,http://www.dpm.org.cn/Uploads/Picture/dc/5746.jpg,釉下彩,磁州窑,磁州窑白地黑花婴戏纹腰圆枕，宋，高10.4厘米，长29.9厘米，宽22.5厘米。枕面前低后高。通体施白釉，枕面及枕侧以黑彩装饰。枕面边框以双线勾勒弦纹及如意形开光，弦纹与开光间饰四组卷枝纹。开光内绘婴戏主题图案，两个婴孩相对站立，其中一孩儿头上落一只小鸟，孩儿惊愕不已，另一孩儿作兴奋状，欲上前捕捉小鸟。枕侧绘简单的花草纹。在磁州窑器物装饰以婴戏为题材的很多，如池塘赶鸭、打陀螺、蹴球、骑马、钓鱼、放炮竹等。不论是游戏、玩莲或赶鸭，寥寥数笔，把孩儿天真、可爱的童趣表现出来。即如此枕，虽着墨不多，用笔简练，却生动传神。
耀州窑青釉刻花婴戏纹碗,宋,http://www.dpm.org.cn/Uploads/Picture/dc/3514.jpg,颜色釉,耀州窑,耀州窑青釉刻花婴戏纹碗，宋，高8.5厘米，口径20.8厘米，足径4.8厘米。碗敞口，宽唇，深弧壁，圈足。里外施青釉。碗内刻婴戏莲花纹，一肥胖的婴儿戏于三朵莲花之间，两手腕各戴一手镯，憨态可掬。此碗刻花精细，画面生动活泼。北宋晚期，耀州窑装饰多取婴戏纹题材，构图还有两婴荡秋千、四婴戏把莲等。
龙泉窑青釉鬲式三足炉,宋,http://www.dpm.org.cn/Uploads/Picture/dc/3513.jpg,颜色釉,龙泉窑,龙泉窑青釉鬲式三足炉，宋，高12.4厘米，口径14.5厘米，足距9.2厘米。炉平折沿，束颈，扁圆腹，下承以三足。肩部饰凸起弦纹一道，腹部与三足对应处饰三条凸起的直线纹。通体施青绿色釉，三足底端无釉，呈酱黄色。此炉釉色为典型的梅子青色，青翠幽雅。炉腹至足部凸起的三条棱线原系仿青铜器的装饰纹样，因凸起处釉层较薄，呈浅白色，形成了出筋的装饰效果，翠玉般的釉色中显露出数道规整的白线，分外醒目。此炉造型仿青铜鬲，因此又称鬲式炉，是龙泉窑的上乘佳作。
景德镇窑青白釉双狮枕,宋,http://www.dpm.org.cn/Uploads/Picture/dc/2853.jpg,青白瓷,景德镇窑,景德镇窑青白釉双狮枕，高15.5厘米，长17.5厘米。枕分上、中、下三部分，上部枕面为如意形，其上刻缠枝花纹；中部雕塑双狮作滚抱嬉戏状；下部为腰圆形底，胎厚重无釉。通体施青白釉，釉色匀净。青白瓷是宋、元时期我国南方地区生产的重要瓷器品种之一，是古代窑工仿照青白玉的外观而制作的，又有“假玉器”之美称，以景德镇地区的产品质量最佳。瓷枕是我国古代的夏令寝具，因具有清凉沁肤、爽身怡神之功用，颇受人们的喜爱。唐宋时期一度广泛流行，宋代各窑曾大量烧造。此枕不仅造型生动，釉色莹润，有玉的质感，且兼具实用与欣赏双重价值，实为瓷中精品。
龙泉窑青釉塑贴双鱼纹洗,宋,http://www.dpm.org.cn/Uploads/Picture/dc/2858.jpg,颜色釉,龙泉窑,龙泉窑青釉塑贴双鱼纹洗，高6厘米，口径23.5厘米，足径13厘米。此洗敞口，折沿，弧壁，圈足。通体施青釉。内底塑贴两条游鱼，外壁刻凸菊瓣纹一周。口沿两侧各有两个穿孔，相互对应，可用于穿饰金属提环，以便于提携。此器釉色青翠，塑贴鱼纹清晰，是南宋龙泉窑的典型作品。在韩国新安海底沉船中亦发现有类似器物。
官窑粉青釉弦纹瓶,宋,http://www.dpm.org.cn/Uploads/Picture/dc/91.jpg,颜色釉,官窑,官窑粉青釉弦纹瓶，宋，高33.6厘米，口径9.9厘米，足径14.2厘米。瓶洗口，长颈，圆腹，高圈足，颈至腹部凸起7道弦纹，圈足两侧各有一长方形扁孔可供穿带。通体施粉青釉，釉层肥厚，釉面满布开片纹，纵横交错。此瓶仿汉代铜器式样，线条简洁雅致，凸起的弦纹改变了造型的单调感，增强了器物的装饰性。釉色给人以凝厚深沉的玉质美感，是宋代官窑瓷器的代表作品。宋代官窑瓷器釉色以粉青为主，多为素面，既无华美的雕饰，又无艳彩涂绘，最多使用凹凸直棱和弦纹为饰。釉面纹片粼粼，愈显高洁古雅。开片是因釉与胎的收缩率不一致在焙烧后冷却时形成一种釉裂胎不裂的现象。它本属于釉的一种缺陷，古代工匠巧妙地利用其错落有致、生动自然的美感，形成一种妙趣天成的装饰。这种装饰常见于宋代官窑、汝窑、哥窑青瓷表面。
官窑粉青釉葵花式洗,宋,http://www.dpm.org.cn/Uploads/Picture/dc/2377.jpg,颜色釉,官窑,官窑粉青釉葵花式洗，高4.8厘米，口径18.7厘米，足径11.2厘米。洗呈八瓣葵花式，斜直壁，折底，圈足。通体施粉青釉，釉面开片，片纹交织如网。足底边无釉，露铁黑色胎。宋代官窑瓷器与汝、哥、钧窑瓷器一样，特别注重釉色之美。其凝厚的釉层系采取先素烧坯体、然后多次施釉的方法完成的，釉层厚度往往大于坯体的厚度。烧成过程中，选用优质木材作燃料，以保证窑内的温度和气氛。官窑瓷器多为素面，既无精美的雕饰，又无艳彩描绘，多用凸凹直棱或弦纹为饰，在釉面错落有致的片纹点缀下颇显高贵典雅。此洗造型优美，釉层莹润如玉，在溢青流翠的釉面上片纹纵横交错，大片纹间又闪现条条小冰裂纹，构成优雅和谐的艺术整体。
定窑白釉印花荷莲花牡丹纹盘,宋,http://www.dpm.org.cn/Uploads/Picture/dc/2372.jpg,颜色釉,定窑,定窑白釉印花荷莲牡丹纹盘，宋，高5.4厘米，口径30.4厘米，足径13.6厘米。盘敞口，口镶铜釦，浅腹，圈足。内外施白釉，外壁可见旋坯痕及釉垂流而产生的“泪痕”，近足处有多处露胎。盘内以印花为饰，近口沿处凸起弦纹两道，内壁与内底之间以回纹界开，内底印莲花、荷叶纹各五组，内壁印缠枝牡丹两周，两层牡丹上下相错，排列有序。定窑为五大名窑之一，以烧白瓷为主，釉面细润光滑，釉色白中微微闪黄。装饰以印花、刻花、划花为代表，尤以印花技法为世人所称道。此盘器型大而规整，印花繁缛，层次分明，线条流畅，纹饰清晰，充分显示出定窑印花制作水平之高，是清宫旧藏的定窑器之珍品。
汝窑天青釉盘,宋,http://www.dpm.org.cn/Uploads/Picture/dc/2366.jpg,颜色釉,汝窑,汝窑天青釉盘，宋，高3.5厘米，口径19.3厘米，足径12.6厘米。盘撇口，浅腹，圈足外撇。通体满施淡天青色釉，釉面开细碎纹片。底有5个细小的支烧钉痕，并刻有“寿成殿皇后阁”六字。此器制作工细，釉质纯净，开冰裂纹片，是宋代汝窑瓷器中的上品。南宋宫廷有“寿成殿”，此器刻字或许表明其与该宫殿有渊源。
登封窑白釉珍珠地划花双虎纹瓶,宋,http://www.dpm.org.cn/Uploads/Picture/dc/106.jpg,珍珠地,登封窑,"登封窑白釉珍珠地划花双虎纹瓶，宋，高32.3厘米，口径7.3厘米，足径9.5厘米。瓶形似橄榄，圈足。胎为灰褐色，表面施白色化妆土。外壁刻划二虎，一站立，一行走，呲牙翘尾，矫捷凶猛, 搏斗于草丛中，衬以洞石、芭蕉，近底处有一周莲瓣纹。图案以外空白处戳印珍珠形小圆圈，故称“珍珠地”。此瓶制作规整，线条流畅，色调和谐，绘画生动写实，笔法苍劲有力，是一件有代表性的登封窑作品。"
龙泉窑青釉弦纹瓶,宋,http://www.dpm.org.cn/Uploads/Picture/dc/101.jpg,颜色釉,龙泉窑,龙泉窑青釉弦纹瓶，宋，高31厘米，口径10厘米，足径11.3厘米。瓶洗口内敛，细长颈，斜肩，扁圆垂腹，圈足外撇。颈部凸起弦纹3道，腹中部凸起弦纹4道。胎体洁白，里外满施粉青釉，圈足端露胎处呈现火石红色。青翠碧绿，汁水莹彻，温润如玉，特别是器身凸起的７道弦纹，凸出的部分釉薄处显现洁白的胎骨，形成白线，俗称“出筋”，是有意识地突出坯土的白度，衬托出青釉之美，　代表了南宋龙泉窑在其鼎盛时期极高的烧制水平。
龙泉窑青釉凤耳瓶,宋,http://www.dpm.org.cn/Uploads/Picture/dc/103.jpg,颜色釉,龙泉窑,龙泉窑青釉凤耳瓶，高17.5厘米，口径5.7厘米，足径6.3厘米。瓶小盘口，直颈，折肩，直腹，圈足。颈部两侧各置一凤耳。灰白色胎，通体施青釉，釉面开片纹，釉色青翠莹润。南宋时的龙泉青瓷特别讲究釉的色调。窑工们以改变釉的配方和多次上釉技术，烧成粉青、梅子青两种釉色，代表着我国青釉烧制的最高水平。在厚釉失透的情况下，北宋龙泉青瓷盛行的刻、划花装饰已不适用，取而代之的是堆塑和浮雕技法。此瓶唯以典雅的风韵、秀美的造型、莹润的釉色，焕发出迷人的魅力。
汝窑天青釉三足樽承盘,宋,http://www.dpm.org.cn/Uploads/Picture/dc/84.jpg,颜色釉,汝窑,汝窑天青釉三足樽承盘，宋，高4厘米，口径18.5厘米，足距16.9厘米。承盘直口，浅腹，平底，下承以三个蹄形足。里外施淡天青色釉，釉面开细碎纹片。外底满釉，有5个细小的支烧钉痕。乾隆皇帝曾为其题诗一首，由宫廷匠师以隶书镌刻于器物外底。诗曰：紫土陶成铁足三，寓言得一此中函。易辞本契退藏理，宋诏胡夸切事谈。句末署“乾隆戊戌夏御题”。“乾隆戊戌”即乾隆四十三年，公元1778年。此器造型属传世孤品，弥足珍贵。它以往曾被称作“三足洗”或“三足盘”，但从出土汉代铜三足樽均与三足承盘配套使用看，此器亦应与汝窑三足樽配套使用。
定窑白釉孩儿枕,宋,http://www.dpm.org.cn/Uploads/Picture/dc/96.jpg,颜色釉,宋定窑工匠,定窑白釉孩儿枕，宋，高18.3厘米，长30厘米，宽18.3厘米。枕作孩儿伏卧于榻上状，以孩儿背作枕面。孩儿两臂环抱垫起头部，右手持一绣球，两足交叉上翘。身穿长袍，外罩坎肩，长衣下部印团花纹。榻为长圆形，四面开光，正面开光内印螭龙纹，背面开光内光素，两侧开光内印如意云头纹，开光之间亦以如意云头纹为饰。通体施牙白色釉，底素胎无釉，有两个通气孔。定窑匠师独具匠心，将瓷枕塑造成一个天真、活泼可爱的男孩儿形象。孩童眉清目秀，眼睛圆而有神，神情悠闲得意。整件作品线条柔和流畅，细部刻画极为生动传神，成为中国古代瓷器中的名品。古人喜欢使用玉枕、瓷枕，因为玉、瓷可以爽身怡神，甚至有“明目益睛，至老可读细书”的作用。宋代瓷枕盛行，南北方瓷窑普遍烧造，种类繁多，造型丰富。品种有白釉（白釉划花、白釉珍珠地划花、白釉剔花、白釉黑花）、黑釉、青釉、青白釉、黄釉、绿釉、三彩等。造型有长方形、八方形、银锭形、腰圆形、如意形、虎形、狮形、孩儿形等。
汝窑淡天青釉弦纹三足樽式炉,宋,http://www.dpm.org.cn/Uploads/Picture/dc/81.jpg,颜色釉,汝窑,汝窑淡天青釉弦纹三足樽式炉，宋，高12.9厘米，口径18厘米，底径17.8厘米。此炉仿汉代铜器造型。直口，平底，口径和底径相若，下承以三足。通体满施淡天青色釉，莹润光洁，釉面开细碎纹片，足端无釉。外壁近口沿处、近底处各凸起两道弦纹，腹部中间凸起3道弦纹。外底有5个细小支钉痕。 瓷釉开片系因胎、釉膨胀系数不同而在焙烧后冷却时所形成，在瓷器流传过程中如遇冷热变化仍会继续开裂。它本属于釉的一种缺陷，但因其片纹自然天成、生动有趣，遂逐渐被视作一种特殊的装饰。汝窑青瓷釉面大都开有层层相叠的“冰裂纹”，自然天成，耐人回味。 从文献记载来看，汝窑为宫廷烧造瓷器的时间在北宋晚期，有学者推测大概只有20年或40年。由于烧造时间短，致使产品流传至今的不多，从公开发表的资料看，传世品不足百件。已知传世汝窑三足樽式炉仅3件，现分别藏于故宫博物院、英国伦敦大维德基金会和美国辛辛那提博物馆。
